CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
19910693-1;A10AB05;INSULINA ASPARTATO;SOLUCION / SUSPENSION INYECTABLE;NOVORAPID;300;;UI;3;ml;;;100;UI/ml;1500;NOVO NORDISK;EN TRAMITE RENOV;5;CARTUCHOS;5 CARTUCHOS x 3 ml;94;INSULINA ASPARTA - Solución Inyectable;Circular 07 de 2013;14-ene-14;5776.07;;;87831.18;103480.21;110993.92;;82515.23;;534447.77;78705.58;78006.15;;82515.23;;;85694.7;98974.55;
19910693-2;A10AB05;INSULINA ASPARTATO;SOLUCION / SUSPENSION INYECTABLE;NOVORAPID;300;;UI;3;ml;;;100;UI/ml;300;NOVO NORDISK;EN TRAMITE RENOV;1;CARTUCHO;1 CARTUCHO x 3 ml;94;INSULINA ASPARTA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1155.21;;;17566.24;20696.04;22198.78;;16503.05;;106889.55;15741.12;15601.23;;16503.05;;;17138.94;19794.91;
19910693-3;A10AB05;INSULINA ASPARTATO;SOLUCION / SUSPENSION INYECTABLE;NOVORAPID;300;;UI;3;ml;;;100;UI/ml;300;NOVO NORDISK;EN TRAMITE RENOV;1;CARTUCHO;1 CARTUCHO x 3 ml;94;INSULINA ASPARTA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1155.21;;;17566.24;20696.04;22198.78;;16503.05;;106889.55;15741.12;15601.23;;16503.05;;;17138.94;19794.91;
19910693-4;A10AB05;INSULINA ASPARTATO;SOLUCION / SUSPENSION INYECTABLE;NOVORAPID;300;;UI;3;ml;;;100;UI/ml;300;NOVO NORDISK;EN TRAMITE RENOV;1;CARTUCHO;1 CARTUCHO x 3 ml;94;INSULINA ASPARTA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1155.21;;;17566.24;20696.04;22198.78;;16503.05;;106889.55;15741.12;15601.23;;16503.05;;;17138.94;19794.91;
19910693-5;A10AB05;INSULINA ASPARTATO;SOLUCION / SUSPENSION INYECTABLE;NOVORAPID;300;;UI;3;ml;;;100;UI/ml;300;NOVO NORDISK;EN TRAMITE RENOV;1;CARTUCHO;1 CARTUCHO x 3 ml;94;INSULINA ASPARTA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1155.21;;;17566.24;20696.04;22198.78;;16503.05;;106889.55;15741.12;15601.23;;16503.05;;;17138.94;19794.91;
19910693-6;A10AB05;INSULINA ASPARTATO;SOLUCION / SUSPENSION INYECTABLE;NOVORAPID;300;;UI;3;ml;;;100;UI/ml;1500;NOVO NORDISK;EN TRAMITE RENOV;5;CARTUCHOS;5 CARTUCHOS x 3 ml;94;INSULINA ASPARTA - Solución Inyectable;Circular 07 de 2013;14-ene-14;5776.07;;;87831.18;103480.21;110993.92;;82515.23;;534447.77;78705.58;78006.15;;82515.23;;;85694.7;98974.55;
19910693-7;A10AB05;INSULINA ASPARTATO;SOLUCION / SUSPENSION INYECTABLE;NOVORAPID;300;;UI;3;ml;;;100;UI/ml;3000;NOVO NORDISK;EN TRAMITE RENOV;10;CARTUCHOS;10 CARTUCHOS x 3 ml;94;INSULINA ASPARTA - Solución Inyectable;Circular 07 de 2013;14-ene-14;11552.13;;;175662.37;206960.41;221987.84;;165030.46;;1068895.54;157411.15;156012.29;;165030.46;;;171389.41;197949.1;
19928405-2;H01CB02;OCTREOTIDO;SOLUCION / SUSPENSION INYECTABLE;OCTRIDE;0.1;;mg;1;ml;;;0.1;mg/ml;0.1;CHALVER;VIGENTE;1;AMPOLLA;1 AMPOLLA x 1 ml;113;OCTREOTIDO - Solución Inyectable;Circular 07 de 2013;14-ene-14;936.12;;;;13369.3;18278.37;74991.71;13373.2;;34945.2;18178.92;27060.92;;10618.11;;;13384.89;18080.64;9688.42
19993896-1;B01AE07;DABIGATRAN ETEXILATO;TABLETA / CAPSULA;PRADAXA;75;;mg;;;;;;;750;BOEHRINGER;VIGENTE;10;CAPSULAS;10 CAPSULAS;78;DABIGATRAN ETEXILATO - Tableta/Capsula;Circular 07 de 2013;14-ene-14;1401.18;;;19952.11;20211.32;17144.21;23521.46;20016.91;22745.1;59862.43;18452.38;18631.11;26929.18;22325.78;;52923.31;21213.94;25830.45;31548.6
19993896-2;B01AE07;DABIGATRAN ETEXILATO;TABLETA / CAPSULA;PRADAXA;75;;mg;;;;;;;2250;BOEHRINGER;VIGENTE;30;CAPSULAS;30 CAPSULAS;78;DABIGATRAN ETEXILATO - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4203.55;;;59856.33;60633.96;51432.63;70564.37;60050.74;68235.3;179587.29;55357.14;55893.34;80787.55;66977.35;;158769.92;63641.81;77491.35;94645.79
19993897-1;B01AE07;DABIGATRAN ETEXILATO;TABLETA / CAPSULA;PRADAXA;110;;mg;;;;;;;1100;BOEHRINGER;VIGENTE;10;CAPSULAS;10 CAPSULAS;78;DABIGATRAN ETEXILATO - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2055.07;;;29263.09;29643.27;25144.84;34498.13;29358.14;33359.48;87798.23;27063.49;27325.63;39496.13;32744.48;;77620.85;31113.78;37884.66;46271.28
200666-1;R05CB13;DORNASE ALFA (DESOXIRIBONUCLEASA);SOLUCION / SUSPENSION PARA INHALACION;PULMOZYME;2.5;;mg;2.5;ml;;;1;mg/ml;15;ROCHE;VIGENTE;6;AMPOLLAS;6 AMPOLLAS x 2.5 ml;81;DORNASA ALFA - Solución Inyectable;Circular 07 de 2013;14-ene-14;24978.92;;;464652.75;454432.08;410051.91;516394.58;356841.67;;856150.98;316737.29;361210.73;491874.64;343734.51;518348.04;504195.13;;321182.11;
20018590-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;RIVAMER;1.5;;mg;;;;;;;45;SUN PHARMACEUTICAL;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2397.28;;;41530.8;33987.97;73833.69;;34246.83;;53699.68;20742.92;29820.32;;48923.35;;99665.75;35023.41;60019.13;
20018593-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;RIVAMER;4.5;;mg;;;;;;;135;SUN PHARMACEUTICAL;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;7191.84;;;124592.4;101963.92;221501.08;;102740.5;;161099.03;62228.77;89460.95;;146770.06;;298997.26;105070.24;180057.39;
20018595-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;RIVAMER;3;;mg;;;;;;;90;SUN PHARMACEUTICAL;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4794.56;;;83061.6;67975.95;147667.38;;68493.67;;107399.36;41485.85;59640.64;;97846.71;;199331.51;70046.82;120038.26;
20018596-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;RIVAMER;6;;mg;;;;;;;180;SUN PHARMACEUTICAL;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;9589.11;;;166123.2;135951.9;295334.77;;136987.34;;214798.71;82971.69;119281.27;;195693.41;;398663.01;140093.65;240076.52;
33037-1;L04AD01;CICLOSPORINA;TABLETA / CAPSULA;SANDIMMUN;100;;mg;;;;;;;5000;NOVARTIS;VIGENTE;50;CAPSULAS;50 CAPSULAS;77;CICLOSPORINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;18104.86;577173.46;;520754.54;195682.42;517101.24;;258640.91;;686771.24;263797.2;452975.56;;417925.42;552609.85;200686.08;243172.01;408099.3;
33038-1;L04AD01;CICLOSPORINA;TABLETA / CAPSULA;SANDIMMUN;25;;mg;;;;;;;1250;NOVARTIS;VIGENTE;50;CAPSULAS;50 CAPSULAS;77;CICLOSPORINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4526.22;144293.37;;130188.64;48920.61;129275.31;;64660.23;;171692.81;65949.3;113243.89;;104481.36;138152.46;50171.52;60793,00;102024.83;
51612-1;L04AD01;CICLOSPORINA;TABLETA / CAPSULA;SANDIMMUN;50;;mg;;;;;;;2500;NOVARTIS;EN TRAMITE RENOV;50;CAPSULAS;50 CAPSULAS;77;CICLOSPORINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;9052.43;288586.73;;260377.27;97841.21;258550.62;;129320.45;;343385.62;131898.6;226487.78;;208962.71;276304.92;100343.04;121586,00;204049.65;
20007947-1;H01CB02;OCTREOTIDO;SOLUCION / SUSPENSION INYECTABLE;SANDOSTATIN;0.1;;mg;1;ml;;;0.1;mg/ml;0.1;NOVARTIS;VIGENTE;1;AMPOLLA;1 AMPOLLA x 1 ml;113;OCTREOTIDO - Solución Inyectable;Circular 07 de 2013;14-ene-14;936.12;;;;13369.3;18278.37;74991.71;13373.2;;34945.2;18178.92;27060.92;;10618.11;;;13384.89;18080.64;9688.42
20007947-2;H01CB02;OCTREOTIDO;SOLUCION / SUSPENSION INYECTABLE;SANDOSTATIN;0.1;;mg;1;ml;;;0.1;mg/ml;0.5;NOVARTIS;VIGENTE;5;AMPOLLAS;5 AMPOLLAS x 1 ml;113;OCTREOTIDO - Solución Inyectable;Circular 07 de 2013;14-ene-14;4680.62;;;;66846.49;91391.83;374958.55;66865.98;;174726.02;90894.61;135304.59;;53090.53;;;66924.44;90403.22;48442.1
228256-2;H01CB02;OCTREOTIDO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SANDOSTATIN LAR;30;;mg;2;ml;;;15;mg/ml;30;NOVARTIS;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA;112;OCTREOTIDO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;112949.06;;;4543140.92;3729220.4;4306105.38;3323746.67;3227115.86;;7175459.26;3106875.07;3979614.79;3267196.13;3106228.08;;5519488.35;2411298.92;;3291432.92
228254-1;H01CB02;OCTREOTIDO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SANDOSTATIN LAR;20;;mg;2;ml;;;10;mg/ml;20;NOVARTIS;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA;112;OCTREOTIDO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;75299.37;;;3028760.61;2486146.94;2870736.92;2215831.12;2151410.58;;4783639.51;2071250.05;2653076.53;2178130.75;2070818.72;;3679658.9;1607532.61;;2194288.61
19955774-1;H01CB02;OCTREOTIDO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SECRESTAT;1;;mg;5;ml;;;0.2;mg/ml;1;LEMERY;VIGENTE;1;AMPOLLA;1 AMPOLLA;112;OCTREOTIDO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;7529.94;;;151438.03;124307.35;143536.85;110791.56;107570.53;;239181.98;103562.5;132653.83;108906.54;103540.94;;183982.95;80376.63;;109714.43
19999458-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;400;;mg;;;;;;;4000;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;5872.39;;;101927.84;157998.21;93006.9;;83891.34;285968.92;534909.18;108630.19;87527.42;;72983.11;;171738.38;69593.86;164089.31;27810.38
19999458-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;400;;mg;;;;;;;12000;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;17617.18;;;305783.51;473994.64;279020.69;;251674.03;857906.76;1604727.53;325890.56;262582.27;;218949.33;;515215.15;208781.57;492267.92;83431.13
19999458-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;400;;mg;;;;;;;24000;ASTRAZENECA;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;35234.36;;;611567.03;947989.28;558041.39;;503348.06;1715813.53;3209455.06;651781.12;525164.53;;437898.65;;1030430.31;417563.14;984535.84;166862.26
19999459-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;50;;mg;;;;;;;500;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;734.05;;;12740.98;19749.78;11625.86;;10486.42;35746.12;66863.65;13578.77;10940.93;;9122.89;;21467.3;8699.23;20511.16;3476.3
19999459-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;50;;mg;;;;;;;1500;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2202.15;;;38222.94;59249.33;34877.59;;31459.25;107238.35;200590.94;40736.32;32822.78;;27368.67;;64401.89;26097.7;61533.49;10428.89
19999459-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;50;;mg;;;;;;;3000;ASTRAZENECA;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;4404.3;;;76445.88;118498.66;69755.17;;62918.51;214476.69;401181.88;81472.64;65645.57;;54737.33;;128803.79;52195.39;123066.98;20857.78
19999460-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;200;;mg;;;;;;;2000;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2936.2;;;50963.92;78999.11;46503.45;;41945.67;142984.46;267454.59;54315.09;43763.71;;36491.55;;85869.19;34796.93;82044.65;13905.19
19999460-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;200;;mg;;;;;;;6000;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;8808.59;;;152891.76;236997.32;139510.35;;125837.02;428953.38;802363.76;162945.28;131291.13;;109474.66;;257607.58;104390.78;246133.96;41715.57
19999460-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;200;;mg;;;;;;;12000;ASTRAZENECA;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;17617.18;;;305783.51;473994.64;279020.69;;251674.03;857906.76;1604727.53;325890.56;262582.27;;218949.33;;515215.15;208781.57;492267.92;83431.13
19999461-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;300;;mg;;;;;;;3000;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;4404.3;;;76445.88;118498.66;69755.17;;62918.51;214476.69;401181.88;81472.64;65645.57;;54737.33;;128803.79;52195.39;123066.98;20857.78
19999461-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;300;;mg;;;;;;;9000;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;13212.89;;;229337.64;355495.98;209265.52;;188755.52;643430.07;1203545.65;244417.92;196936.7;;164211.99;;386411.37;156586.18;369200.94;62573.35
19999461-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;300;;mg;;;;;;;18000;ASTRAZENECA;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;26425.77;;;458675.27;710991.96;418531.04;;377511.05;1286860.15;2407091.29;488835.84;393873.4;;328423.99;;772822.73;313172.35;738401.88;125146.7
20035929-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;150;;mg;;;;;;;1500;ASTRAZENECA;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2202.15;;;38222.94;59249.33;34877.59;;31459.25;107238.35;200590.94;40736.32;32822.78;;27368.67;;64401.89;26097.7;61533.49;10428.89
20035929-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;SEROQUEL XR;150;;mg;;;;;;;4500;ASTRAZENECA;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;6606.44;;;114668.82;177747.99;104632.76;;94377.76;321715.04;601772.82;122208.96;98468.35;;82106,00;;193205.68;78293.09;184600.47;31286.67
20009810-1;L04AC05;USTEKINUMAB;SOLUCION / SUSPENSION INYECTABLE;STELARA;45;;mg;0.5;ml;;;90;mg/ml;45;JANSSEN;VIGENTE;1;AMPOLLA;1 AMPOLLA x 0.5 ml;130;USTEKINUMAB - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;253213.52;;;8170752.92;7659888.23;6246658.48;;7234672,00;;11607464.23;7378436.02;5426004.15;;5430562.27;;9547878.4;;6944390.66;
20009810-2;L04AC05;USTEKINUMAB;SOLUCION / SUSPENSION INYECTABLE;STELARA;45;;mg;0.5;ml;;;90;mg/ml;90;JANSSEN;VIGENTE;2;AMPOLLAS;2 AMPOLLAS x 0.5 ml;130;USTEKINUMAB - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;506427.04;;;16341505.84;15319776.45;12493316.96;;14469344,00;;23214928.46;14756872.05;10852008.31;;10861124.54;;19095756.8;;13888781.32;
20009810-3;L04AC05;USTEKINUMAB;SOLUCION / SUSPENSION INYECTABLE;STELARA;45;;mg;0.5;ml;;;90;mg/ml;135;JANSSEN;VIGENTE;3;AMPOLLAS;3 AMPOLLAS x 0.5 ml;130;USTEKINUMAB - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;759640.6;;;24512258.76;22979664.68;18739975.44;;21704017,00;;34822392.69;22135308.07;16278012.46;;16291686.81;;28643635.2;;20833171.98;
20009810-4;L04AC05;USTEKINUMAB;SOLUCION / SUSPENSION INYECTABLE;STELARA;45;;mg;0.5;ml;;;90;mg/ml;450;JANSSEN;VIGENTE;10;AMPOLLAS;10 AMPOLLAS x 0.5 ml;130;USTEKINUMAB - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;2532135.27;;;81707529.19;76598882.26;62466584.81;;72346722,00;;116074642.31;73784360.24;54260041.54;;54305622.72;;95478784,00;;69443906.61;
20024740-1;L04AA99;INMUNOGLOBULINA ANTITIMOCITICA (EQUINA);SOLUCION / SUSPENSION INYECTABLE;THYMOGAM;250;;mg;5;ml;;;50;mg/ml;250;BHARAT SERUMS;VIGENTE;1;VIAL;1 VIAL x 5 ml;70b;INMUNOGLOBULINA ANTILINFOCITOS EQUINA;Circular 07 de 2013;14-ene-14;68322.95;;;;3492509.71;;4461488.95;976042.21;;5498272.03;3788289.95;;5275861.15;4513283.87;8289147.7;;;5135355.87;7988738.54
19971860-1;H01AB01;TIROTROPINA;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;THYROGEN;1.1;;mg;;;;;;;2.2;GENZYME;VIGENTE;2;VIALES;2 VIALES;127;TIROTROPINA - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;70435.29;;;3341874.41;2610889.24;2967441.8;6881907.41;2012436.89;;3880177.67;1759071.59;1887818.44;;2137055.34;;2748414.34;;1885820.93;3680032.65
113757-1;L04AA04;ANTITIMOCITO IMMUNOGLOBULINA (CONEJO);POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;TIMOGLOBULINA;25;;mg;5;ml;;;5;mg/ml;25;GENZYME;VIGENTE;1;VIAL;1 VIAL;70a;INMUNOGLOBULINA ANTITIMOCITICA CONEJO;Circular 07 de 2013;14-ene-14;31230.42;;;;349250.97;;446148.9;446148.9;;973090.68;378829,00;;527586.12;451328.39;828914.77;;;513535.59;798873.85
19988005-1;C02KX01;BOSENTAN;TABLETA / CAPSULA;TRACLEER;125;;mg;;;;;;;7500;ACTELION;VIGENTE;60;TABLETAS;60 TABLETAS;75b;BOSENTAN - Tableta/Capsula - 125 MG;Circular 01 de 2014;25-abr-14;202716.83;;;6668235.2;1421145.82;6982770.68;;5791909.51;10491898.6;8707399.67;5791909.51;5378338.58;;6047061.42;;;;5233625.77;
19988006-1;C02KX01;BOSENTAN;TABLETA / CAPSULA;TRACLEER;62.5;;mg;;;;;;;3750;ACTELION;VIGENTE;60;TABLETAS;60 TABLETAS;75a;BOSENTAN - Tableta/Capsula - 62.5 MG;Circular 07 de 2013;14-ene-14;202716.83;;;6668235.2;7068919.38;6981682.68;;5791909.51;10491898.6;8707399.67;5791909.51;5378338.58;;6047061.42;;;;5233625.77;
20029235-1;B01AX06;RIVAROXABAN;TABLETA / CAPSULA;XARELTO;20;;mg;;;;;;;280;BAYER;VIGENTE;14;COMPRIMIDOS;14 COMPRIMIDOS;119c;RIVAROXABAN - Tableta/Capsula - 20 MG;Circular 07 de 2013;14-ene-14;5027.53;;;73320.63;80812.32;72098,00;;71821.84;71534.94;217810.62;71041.66;71729.79;;73574.72;;;76974.18;95093.19;
20029235-2;B01AX06;RIVAROXABAN;TABLETA / CAPSULA;XARELTO;20;;mg;;;;;;;560;BAYER;VIGENTE;28;COMPRIMIDOS;28 COMPRIMIDOS;119c;RIVAROXABAN - Tableta/Capsula - 20 MG;Circular 07 de 2013;14-ene-14;10055.06;;;146641.26;161624.63;144195.99;;143643.68;143069.89;435621.24;142083.32;143459.58;;147149.43;;;153948.37;190186.39;
20029236-1;B01AX06;RIVAROXABAN;TABLETA / CAPSULA;XARELTO;15;;mg;;;;;;;210;BAYER;VIGENTE;14;COMPRIMIDOS;14 COMPRIMIDOS;119b;RIVAROXABAN - Tableta/Capsula - 15 MG;Circular 07 de 2013;14-ene-14;4981.55;;;68192.55;77005.05;72098,00;;71164.98;71534.94;214823.15;71041.66;71729.79;;73574.72;;;40501.07;95093.19;
20029236-2;B01AX06;RIVAROXABAN;TABLETA / CAPSULA;XARELTO;15;;mg;;;;;;;420;BAYER;VIGENTE;28;COMPRIMIDOS;28 COMPRIMIDOS;119b;RIVAROXABAN - Tableta/Capsula - 15 MG;Circular 07 de 2013;14-ene-14;9963.1;;;136385.1;154010.1;144195.99;;142329.96;143069.89;429646.31;142083.32;143459.58;;147149.43;;;81002.14;190186.39;
19998726-1;B01AX06;RIVAROXABAN;TABLETA / CAPSULA;XARELTO;10;;mg;;;;;;;50;BAYER;VIGENTE;5;COMPRIMIDOS;5 COMPRIMIDOS;119a;RIVAROXABAN - Tableta/Capsula - 10 MG;Circular 07 de 2013;14-ene-14;1795.55;;;40578.6;26536.83;25749.28;55009.86;25650.66;25548.19;77744.24;25372.02;25617.78;8443.28;26276.74;;55572.47;29011.33;33961.85;38795.2
19998726-2;B01AX06;RIVAROXABAN;TABLETA / CAPSULA;XARELTO;10;;mg;;;;;;;100;BAYER;VIGENTE;10;COMPRIMIDOS;10 COMPRIMIDOS;119a;RIVAROXABAN - Tableta/Capsula - 10 MG;Circular 07 de 2013;14-ene-14;3591.09;;;81157.19;53073.66;51498.57;110019.71;51301.32;51096.39;155488.48;50744.04;51235.56;16886.56;52553.48;;111144.94;58022.67;67923.71;77590.4
19998726-3;B01AX06;RIVAROXABAN;TABLETA / CAPSULA;XARELTO;10;;mg;;;;;;;300;BAYER;VIGENTE;30;COMPRIMIDOS;30 COMPRIMIDOS;119a;RIVAROXABAN - Tableta/Capsula - 10 MG;Circular 07 de 2013;14-ene-14;10773.28;;;243471.57;159220.97;154495.71;330059.13;153903.95;153289.17;466465.43;152232.12;153706.69;50659.69;157660.44;;333434.82;174068,00;203771.13;232771.2
19997476-1;L01CX01;TRABECTEDIN;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;YONDELIS;1;;mg;25;ml;;;0.04;mg/ml;1;JANSSEN;VIGENTE;1;VIAL;1 VIAL;129;TRABECTEDIN - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;154639.64;;;;817220.68;;;4418275.57;7010600.73;;4820862.99;;;5031480.8;;;;4418275.57;
19997476-2;L01CX01;TRABECTEDIN;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;YONDELIS;1;;mg;25;ml;;;0.04;mg/ml;2;JANSSEN;VIGENTE;2;VIALES;2 VIALES;129;TRABECTEDIN - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;309279.29;;;;1634441.36;;;8836551.13;14021201.45;;9641725.99;;;10062961.59;;;;8836551.13;
19997476-3;L01CX01;TRABECTEDIN;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;YONDELIS;1;;mg;25;ml;;;0.04;mg/ml;3;JANSSEN;VIGENTE;3;VIALES;3 VIALES;129;TRABECTEDIN - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;463918.93;;;;2451662.04;;;13254826.7;21031802.18;;14462588.98;;;15094442.39;;;;13254826.7;
19997476-4;L01CX01;TRABECTEDIN;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;YONDELIS;1;;mg;25;ml;;;0.04;mg/ml;5;JANSSEN;VIGENTE;5;VIALES;5 VIALES;129;TRABECTEDIN - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;773198.22;;;;4086103.4;;;22091377.84;35053003.63;;24104314.97;;;25157403.98;;;;22091377.84;
